locality,sale_price,estimated_value,carpet_area,num_rooms,num_bathrooms,spread,price_per_sqft,ratio_avance_compra,cluster,pca1,pca2,pca3
Bridgeport,35000.0,177850.0,1021.0,8,7,-0.8,34.28,5.081428571428572,1,4.968879367579759,1.727988440349442,0.7009077309233718
West Hartford,247500.0,256300.0,1049.0,3,3,-0.03,235.94,1.0355555555555556,0,0.26747491105645665,-0.5102839319840193,-0.03020204145127325
Norwalk,848000.0,643860.0,1021.0,3,1,0.32,830.56,0.7592688679245283,0,-0.9617202709618993,-0.3181660117342867,0.052192275676499235
West Hartford,3000.0,187400.0,989.0,3,3,-0.98,3.03,62.46666666666667,0,1.5798395823046574,-1.7331959701461102,12.577385593918272
Waterbury,8500.0,125750.0,1970.0,6,4,-0.93,4.31,14.794117647058824,1,4.5477042384492306,1.1432017346344363,2.6897713726213737
Norwalk,335000.0,249200.0,953.0,3,1,0.34,351.52,0.7438805970149254,0,-0.7643739697711924,-0.91870225697551,-0.08811804872816846
Bridgeport,38500.0,98840.0,1021.0,4,2,-0.61,37.71,2.5672727272727274,0,0.6435171550310455,-0.7751944095454559,0.31918484405672226
West Hartford,480000.0,307100.0,989.0,3,2,0.56,485.34,0.6397916666666666,0,-0.43375910691949715,-0.45164410173458946,-0.12588648876876243
Norwalk,236700.0,224210.0,962.0,3,1,0.06,246.05,0.9472327841149134,0,-0.6534962828862974,-1.0682268538480446,-0.027473405873736156
Bridgeport,52000.0,188620.0,1895.0,6,5,-0.72,27.44,3.627307692307692,1,4.538838458389948,1.5128360070184128,0.38273191179201543
West Hartford,217000.0,192800.0,1032.0,3,2,0.13,210.27,0.8884792626728111,0,-0.1403919747121773,-0.7709751407910433,-0.0803256553110646
Waterbury,215000.0,179610.0,1025.0,3,2,0.2,209.76,0.8353953488372093,0,-0.1593204746357856,-0.7672336702744007,-0.10304690228098776
Waterbury,152000.0,176610.0,1052.0,3,2,-0.14,144.49,1.1619078947368422,0,-0.03317153498879029,-0.8690282425134999,0.002112099190933342
West Hartford,465000.0,267300.0,1021.0,3,2,0.74,455.44,0.5748387096774193,0,-0.38001266723545946,-0.4112262775345557,-0.1800084414573497
Waterbury,18500.0,168870.0,2044.0,6,6,-0.89,9.05,9.128108108108108,1,5.318877412858592,1.7865611246910025,1.496383212943512
Waterbury,106500.0,116220.0,919.0,3,2,-0.08,115.89,1.0912676056338029,0,-0.25165724106607945,-1.0368127566680667,-0.020461916606555556
Bridgeport,145000.0,175020.0,2082.0,6,4,-0.17,69.64,1.2070344827586208,1,4.351980981673712,1.6613036133820347,-0.19081177543868838
Norwalk,360000.0,310800.0,1051.0,3,1,0.16,342.53,0.8633333333333333,0,-0.577280067532942,-0.8392789270594928,-0.03952783358573456
Bridgeport,95203.0,150220.0,1021.0,4,2,-0.37,93.24,1.5778914530004307,0,0.5666754683374281,-0.6625864185750319,0.09172955671513626
Waterbury,37000.0,143820.0,1853.0,6,6,-0.74,19.97,3.887027027027027,1,4.85705766693154,1.6917853558580607,0.425866306686168
Waterbury,26300.0,107880.0,1495.0,4,3,-0.76,17.59,4.101901140684411,0,1.9149969638192301,-0.10021941094134983,0.5936952759536178
Waterbury,115000.0,131170.0,1088.0,3,2,-0.12,105.7,1.140608695652174,0,0.05282940206022057,-0.868537874398744,-0.019884779575075628
Stamford,320000.0,291300.0,1021.0,3,3,0.1,313.42,0.9103125,0,0.1553455128848038,-0.4356167726051789,-0.05452042255739622
Waterbury,143000.0,126130.0,966.0,3,2,0.13,148.03,0.882027972027972,0,-0.21350584301868564,-0.9130401816977988,-0.0945587401298044
West Hartford,225000.0,154100.0,1042.0,3,1,0.46,215.93,0.6848888888888889,0,-0.5393561039125473,-0.9366776277685624,-0.16439170404627
Norwalk,292669.0,243180.0,1021.0,3,2,0.2,286.65,0.8309045372075621,0,-0.21634914481893924,-0.6883266687998325,-0.08172736345847796
Bridgeport,152250.0,237080.0,1021.0,8,6,-0.36,149.12,1.557175697865353,1,4.4080853881813225,1.727888629775966,-0.046410270064529274
Norwalk,235000.0,341600.0,1338.0,4,2,-0.31,175.64,1.4536170212765958,0,1.04887842673754,-0.20041311221342342,0.056900835200336515
Norwalk,15000.0,240870.0,1485.0,4,4,-0.94,10.1,16.058,0,2.527624303876719,-0.05443993595841867,3.0428461954922046
Norwalk,225000.0,237090.0,1255.0,4,3,-0.05,179.28,1.0537333333333334,0,1.2513405160625102,-0.0006012761737101777,-0.07694121509651784
Norwalk,345000.0,258440.0,1042.0,3,2,0.33,331.09,0.7491014492753623,0,-0.22363650042677202,-0.5915380824176114,-0.10944325231126745
West Hartford,419000.0,248700.0,994.0,3,3,0.68,421.53,0.5935560859188544,0,-0.017738327564076495,-0.25131196690158725,-0.18848334693203828
Stamford,415000.0,366050.0,965.0,3,3,0.13,430.05,0.8820481927710844,0,-0.015462075835803443,-0.3751534213485334,-0.03019314502996874
West Hartford,216500.0,181700.0,969.0,3,3,0.19,223.43,0.8392609699769054,0,0.11612611712972397,-0.5779301370499281,-0.10706419099933476
Bridgeport,115000.0,160200.0,1475.0,4,3,-0.28,77.97,1.3930434782608696,0,1.7363370201254216,0.07266241654456708,-0.018605427104057902
Norwalk,310000.0,314720.0,951.0,3,1,-0.01,325.97,1.0152258064516129,0,-0.7148213161893961,-1.0100382150492466,0.02132890998507888
Waterbury,31077.0,127650.0,965.0,3,3,-0.76,32.2,4.107539337773916,0,0.37901504721660706,-0.9836066157855757,0.6713069681967127
Stamford,420000.0,374430.0,1021.0,3,1,0.12,411.36,0.8915,0,-0.667866745019176,-0.8085120216849124,-0.005699928668256361
Waterbury,45500.0,97810.0,983.0,3,1,-0.53,46.29,2.1496703296703297,0,-0.4138288501173202,-1.3699611288571971,0.26308524201881617
Bridgeport,250000.0,193810.0,1424.0,4,4,0.29,175.56,0.77524,0,1.8864937480733373,0.48932057379160265,-0.22036150300524762
Bridgeport,112000.0,225370.0,1825.0,6,5,-0.5,61.37,2.012232142857143,1,4.333859657371819,1.5469592304262332,0.03549175369368287
Norwalk,601000.0,472710.0,1047.0,3,1,0.27,574.02,0.7865391014975042,0,-0.7481440047728328,-0.5701724474073994,-0.00721735585918764
Waterbury,145000.0,135390.0,1038.0,3,3,0.07,139.69,0.9337241379310345,0,0.3011056359288852,-0.6105298564764965,-0.0954417061561348
Waterbury,118005.0,243180.0,1074.0,3,1,-0.51,109.87,2.0607601372823185,0,-0.3000403938819569,-1.1973941155655121,0.2520027665059437
Bridgeport,100000.0,211200.0,1021.0,6,6,-0.53,97.94,2.112,1,3.2850644206328896,0.9559203199229201,0.1275134783304796
Waterbury,21000.0,97340.0,956.0,3,3,-0.78,21.97,4.635238095238095,0,0.3815603089438662,-1.0136586838502544,0.7801974065702069
Bridgeport,188000.0,172130.0,1399.0,4,4,0.09,134.38,0.9155851063829787,0,1.8961372407259396,0.37235004276180994,-0.16899423608809588
Norwalk,775000.0,632660.0,1031.0,3,3,0.22,751.7,0.8163354838709678,0,-0.1276723040793137,0.07606781439410712,0.030683335906162075
Bridgeport,165000.0,188070.0,1256.0,4,3,-0.12,131.37,1.1398181818181818,0,1.295829798068421,-0.07041409765216464,-0.06251480964211133
Waterbury,145900.0,116770.0,1045.0,3,1,0.25,139.62,0.8003427004797806,0,-0.46275895144257034,-1.0537317237770965,-0.12644203144213373
Waterbury,15512.0,98840.0,1262.0,4,4,-0.84,12.29,6.371841155234657,0,1.93690942107178,-0.15158601197361718,1.0756518587432506
Waterbury,13115.0,87850.0,971.0,3,1,-0.85,13.51,6.6984369043080445,0,-0.29788781001557485,-1.5263574055888822,1.2367773536840518
Waterbury,130000.0,131880.0,948.0,3,1,-0.01,137.13,1.0144615384615385,0,-0.6011108986706784,-1.2112183341901566,-0.030703488096199175
Bridgeport,177000.0,117690.0,1017.0,3,2,0.5,174.04,0.6649152542372881,0,-0.18005375477771765,-0.7627213865441301,-0.19983392546909268
Stamford,65000.0,433630.0,1021.0,3,2,-0.85,63.66,6.671230769230769,0,0.13582819094328794,-1.1776165646428423,1.2267929868947274
Bridgeport,168000.0,228540.0,1021.0,4,2,-0.26,164.54,1.3603571428571428,0,0.5060968945246831,-0.5640548022686672,0.04859753311026158
Waterbury,36000.0,87720.0,960.0,3,3,-0.59,37.5,2.4366666666666665,0,0.31945677199362893,-0.9345298571639123,0.303439904174203
Bridgeport,51000.0,157670.0,1372.0,4,3,-0.68,37.17,3.0915686274509806,0,1.656304506681961,-0.17907779791369616,0.39210522292157085
Waterbury,50000.0,128760.0,936.0,3,1,-0.61,53.42,2.5752,0,-0.48544482483060925,-1.4313794056985136,0.36982747022611323
Norwalk,597500.0,407680.0,1078.0,3,3,0.47,554.27,0.6823096234309624,0,0.05149521816069464,-0.03250049417714422,-0.09783868966842325
Waterbury,38500.0,131980.0,2751.0,8,8,-0.71,13.99,3.428051948051948,1,8.37690300439252,3.8011174353229764,0.16649814575382643
Waterbury,135000.0,109840.0,1010.0,3,1,0.23,133.66,0.8136296296296296,0,-0.5172688252619134,-1.1028711042819164,-0.11926492007373408
Bridgeport,170000.0,208570.0,1021.0,3,3,-0.18,166.5,1.2268823529411765,0,0.28245621611991445,-0.6460145909161087,0.016878894287455933
West Hartford,165100.0,243180.0,937.0,3,3,-0.32,176.2,1.4729254996971533,0,0.14942563030697686,-0.7577088694380006,0.10017662764681118
Stamford,500050.0,516410.0,1095.0,3,3,-0.03,456.67,1.0327167283271672,0,0.19636126070854915,-0.20779249266519528,0.03166963122067384
Bridgeport,31000.0,104140.0,1061.0,3,2,-0.7,29.22,3.3593548387096774,0,0.15165535930749022,-1.107308779791262,0.512990805542479
Bridgeport,64900.0,131580.0,1402.0,4,4,-0.51,46.29,2.027426810477658,0,2.044871164565957,0.14749731971976668,0.13209428338879853
Norwalk,1150000.0,1181600.0,1073.0,3,2,-0.03,1071.76,1.0274782608695652,0,-0.6292387258927051,0.2076684129661054,0.22558191753793047
Waterbury,84500.0,243180.0,1032.0,3,2,-0.65,81.88,2.877869822485207,0,0.052302392818169785,-1.0663088035537636,0.42403787268609966
Waterbury,109900.0,84130.0,985.0,3,3,0.31,111.57,0.7655141037306642,0,0.202724845997031,-0.6574827431620969,-0.17547704932402997
Stamford,515000.0,529960.0,1033.0,3,1,-0.03,498.55,1.0290485436893204,0,-0.6891797009525843,-0.7249409539568361,0.07310876419231155
Stamford,264500.0,297420.0,1027.0,3,3,-0.11,257.55,1.124461247637051,0,0.22495797857672348,-0.5270567451197369,0.009450279447140988
Stamford,610000.0,575150.0,954.0,3,3,0.06,639.41,0.9428688524590164,0,-0.1579855029188118,-0.18203390749389015,0.05267066711008562
Bridgeport,68990.0,183090.0,1429.0,4,4,-0.62,48.28,2.653862878678069,0,2.1126821700713507,0.1528830134367181,0.27709165789152235
Norwalk,339900.0,246750.0,1090.0,3,3,0.38,311.83,0.7259488084730803,0,0.24294501981436997,-0.3043351174913262,-0.14504369899544645
Waterbury,22236.0,150540.0,2678.0,8,8,-0.85,8.3,6.770102536427415,1,8.331421745377625,3.649057746899086,0.8750927493727608
Stamford,290000.0,243180.0,1056.0,3,3,0.19,274.62,0.838551724137931,0,0.23007280738402078,-0.4199909115070399,-0.09795207314248973
Bridgeport,195000.0,243180.0,1365.0,4,3,-0.2,142.86,1.247076923076923,0,1.4848486062634683,0.051015058758023465,-0.031307272740596984
West Hartford,315000.0,253700.0,1021.0,3,3,0.24,308.52,0.8053968253968254,0,0.1438949279551289,-0.4161392315863036,-0.10174399326999485
Stamford,230000.0,302490.0,925.0,3,2,-0.24,248.65,1.3151739130434783,0,-0.30502000616074115,-0.9225661296053389,0.08874991755439686
Waterbury,37000.0,86490.0,1004.0,3,2,-0.57,36.85,2.3375675675675676,0,0.014967976761256689,-1.1252618430489032,0.28968911498695393
Norwalk,572500.0,340480.0,1021.0,3,1,0.68,560.72,0.5947248908296944,0,-0.8214518504345742,-0.5486497009504449,-0.12131252937283818
Bridgeport,100000.0,151320.0,1052.0,3,2,-0.34,95.06,1.5132,0,0.024323193135466957,-0.9613926007762241,0.09423352653929715
Waterbury,144000.0,143610.0,1021.0,3,3,0.0,141.04,0.9972916666666667,0,0.2784097557809789,-0.6406324644029415,-0.06858672775292936
Waterbury,37500.0,143560.0,2084.0,6,4,-0.74,17.99,3.8282666666666665,1,4.508309055839605,1.4499675707048039,0.4197363484047078
West Hartford,475000.0,278800.0,1018.0,3,2,0.7,466.6,0.5869473684210527,0,-0.38831686768215623,-0.4098674807871404,-0.1672713314204148
Norwalk,102000.0,242900.0,989.0,3,3,-0.58,103.13,2.381372549019608,0,0.32638721556811956,-0.8312078194432765,0.3062703849895485
West Hartford,285000.0,210600.0,958.0,3,3,0.35,297.49,0.7389473684210527,0,0.034265504430867864,-0.4847726259884573,-0.13422809327652568
West Hartford,605000.0,362000.0,933.0,3,1,0.67,648.45,0.5983471074380166,0,-1.0153948973960116,-0.5780268827774886,-0.09329928019930869
Waterbury,117500.0,159310.0,1326.0,4,4,-0.26,88.61,1.3558297872340426,0,1.8442664156329749,0.16938928472472856,-0.027616351587804365
Bridgeport,136000.0,175820.0,915.0,3,2,-0.23,148.63,1.2927941176470588,0,-0.26143687069601823,-1.0352249825050104,0.05596227652835912
Waterbury,55000.0,131340.0,1071.0,3,2,-0.58,51.35,2.388,0,0.12502443116859172,-1.04014985068434,0.2998742822756505
West Hartford,356250.0,317200.0,914.0,3,2,0.12,389.77,0.8903859649122807,0,-0.4514644099352639,-0.7248962429550526,-0.02174943178747323
Stamford,1695000.0,1548630.0,1094.0,3,3,0.09,1549.36,0.913646017699115,0,-0.5560173005188553,1.0423139073341814,0.30979842231415844
Bridgeport,63000.0,106040.0,999.0,3,1,-0.41,63.06,1.683174603174603,0,-0.4163247687615449,-1.3090350100409391,0.15047508017887345
West Hartford,420000.0,360900.0,1021.0,3,1,0.16,411.36,0.8592857142857143,0,-0.6720936850127577,-0.8014003227387237,-0.01924810365031852
Waterbury,106250.0,180120.0,903.0,3,1,-0.41,117.66,1.6952470588235293,0,-0.6177298127788531,-1.356887812815066,0.17598047842286427
Norwalk,725000.0,723380.0,1033.0,3,3,0.0,701.84,0.9977655172413793,0,-0.06858526002796138,-0.014651644110830512,0.09175386800345536
Norwalk,430000.0,355810.0,1095.0,3,1,0.21,392.69,0.8274651162790697,0,-0.5432209093886625,-0.71983751608372,-0.04282936438272666
Waterbury,48000.0,92670.0,972.0,3,2,-0.48,49.38,1.930625,0,-0.06523062875576052,-1.1259759172933834,0.1975257759117222
Waterbury,37500.0,91480.0,1236.0,4,4,-0.59,30.34,2.4394666666666667,0,1.7799457363826467,-0.06754109468074837,0.23972932496512322
Waterbury,78200.0,153260.0,1990.0,6,4,-0.49,39.3,1.959846547314578,1,4.263522450699379,1.4499605425464768,0.013486247044489514
Waterbury,129000.0,185450.0,1448.0,4,2,-0.3,89.09,1.4375968992248063,0,1.3044919202854055,-0.1873121009095524,0.014171928808716051
Waterbury,2000.0,243180.0,1474.0,4,4,-0.99,1.36,121.59,3,4.5449649176947915,-1.3643767400914546,24.52883781024263
Bridgeport,120000.0,170250.0,1021.0,4,2,-0.3,117.53,1.41875,0,0.5414725924183048,-0.6225253643621727,0.05404297990331
Stamford,380000.0,222040.0,1006.0,3,2,0.71,377.73,0.5843157894736842,0,-0.3512335815026819,-0.5194883047173666,-0.19439035368346613
Bridgeport,208000.0,149570.0,1021.0,4,3,0.39,203.72,0.7190865384615385,0,0.7882080575353386,-0.16311434721992496,-0.19842287642168963
Bridgeport,40000.0,117960.0,995.0,3,1,-0.66,40.2,2.949,0,-0.3617667770566634,-1.3951867028521667,0.4457089054219339
Bridgeport,150000.0,243180.0,967.0,3,2,-0.38,155.12,1.6212,0,-0.1560842318895595,-0.9990814691466171,0.14692540201795198
Bridgeport,30000.0,106960.0,944.0,3,3,-0.72,31.78,3.5653333333333332,0,0.3282903202031948,-0.9930414836126209,0.5557590483072647
West Hartford,350000.0,242300.0,1021.0,3,1,0.44,342.8,0.6922857142857143,0,-0.6558657365042473,-0.8267649382684695,-0.12176595624754308
Stamford,710000.0,243180.0,912.0,3,3,1.92,778.51,0.34250704225352113,0,-0.48902921010568273,0.2221067566619878,-0.35672821013444583
West Hartford,280000.0,243180.0,1026.0,3,3,0.15,272.9,0.8685,0,0.18486637255046887,-0.4647380378272476,-0.08363393241485916
West Hartford,280000.0,243180.0,1051.0,3,3,0.15,266.41,0.8685,0,0.23126711274020328,-0.4420875317693737,-0.08695755981490617
Bridgeport,76000.0,103310.0,1018.0,3,1,-0.26,74.66,1.3593421052631578,0,-0.41035334468693957,-1.2468545466789325,0.06000230097816266
Bridgeport,116000.0,131400.0,1065.0,3,2,-0.12,108.92,1.1327586206896552,0,0.010574171585080486,-0.8901946355627718,-0.01867931821495551
Bridgeport,98750.0,135640.0,1026.0,3,1,-0.27,96.25,1.3735696202531646,0,-0.40930924915827044,-1.2165329305889636,0.07014663355962919
Norwalk,669800.0,417480.0,1021.0,3,2,0.6,656.02,0.6232905344879068,0,-0.4972114341003262,-0.21755809234598772,-0.0883707403423198
Norwalk,382000.0,243180.0,944.0,3,2,0.57,404.66,0.6365968586387435,0,-0.4568596884853237,-0.5929895407709015,-0.14920549018204854
Bridgeport,100000.0,92680.0,1013.0,3,1,0.08,98.72,0.9268,0,-0.47368822844552805,-1.1638854327291561,-0.08018835087603565
Norwalk,759000.0,412790.0,1031.0,3,1,0.84,736.18,0.5438603425559947,0,-0.9358695462527954,-0.3162053288411904,-0.10943438368900264
Norwalk,915000.0,243180.0,1000.0,3,2,2.76,915.0,0.26577049180327866,0,-0.8988581105948706,0.39853777240759486,-0.46535986136429547
Stamford,370000.0,331590.0,1042.0,3,2,0.12,355.09,0.8961891891891892,0,-0.21767088051027197,-0.6022799984668759,-0.03587475340165376
Waterbury,175000.0,150110.0,1072.0,3,2,0.17,163.25,0.8577714285714285,0,-0.04500740659252261,-0.7699188916503827,-0.10999280152725124
Bridgeport,114750.0,146490.0,1076.0,3,1,-0.22,106.64,1.2766013071895426,0,-0.3356187492407109,-1.1405610324593085,0.04060371571436867
Norwalk,1299000.0,858340.0,992.0,3,1,0.51,1309.48,0.6607698229407236,0,-1.332256892935776,0.18399502549289914,0.13323857943731637
Stamford,517500.0,404980.0,1009.0,3,2,0.28,512.88,0.7825700483091788,0,-0.39127072536672963,-0.44454404832748196,-0.040624050599929185
Waterbury,144900.0,153070.0,1027.0,3,3,-0.05,141.09,1.056383712905452,0,0.29437825299306314,-0.6429721378642892,-0.0482619817170621
Bridgeport,100000.0,171670.0,2196.0,6,4,-0.42,45.54,1.7167,1,4.608389504856631,1.6948222756430185,-0.06402808594389722
Norwalk,555000.0,396410.0,958.0,3,3,0.4,579.33,0.7142522522522523,0,-0.1488107800674829,-0.17973624800204482,-0.06995097493043653
Norwalk,426500.0,318220.0,1027.0,3,3,0.34,415.29,0.7461195779601407,0,0.07396884977042849,-0.27507811848280117,-0.10101136525095092
Waterbury,37000.0,141730.0,2091.0,6,4,-0.74,17.69,3.8305405405405404,1,4.521006374338604,1.45681400634371,0.4194161164788406
Bridgeport,116000.0,156230.0,982.0,3,2,-0.26,118.13,1.346810344827586,0,-0.12269445646947065,-0.9980500879429763,0.05862479119958905
Waterbury,153000.0,167220.0,2093.0,6,6,-0.09,73.1,1.0929411764705883,1,5.115580029519725,2.176618793004534,-0.25562183926612936
Waterbury,130000.0,132230.0,971.0,3,2,-0.02,133.88,1.017153846153846,0,-0.17976037867058933,-0.9492399093937108,-0.045157498269877916
West Hartford,367400.0,243180.0,1021.0,3,2,0.51,359.84,0.6618943930321176,0,-0.295273407775505,-0.5547210860201045,-0.149400036089894
Norwalk,277500.0,252420.0,970.0,3,2,0.1,286.08,0.9096216216216216,0,-0.2911323264980744,-0.767866576518446,-0.04554141976106768
Stamford,337500.0,307090.0,1050.0,3,3,0.1,321.43,0.9098962962962963,0,0.19851385466057078,-0.3915764212441517,-0.053793136100423515
West Hartford,85000.0,261200.0,1056.0,3,2,-0.67,80.49,3.072941176470588,0,0.10064998087801753,-1.0474507384138354,0.4648095666042898
Bridgeport,790000.0,360500.0,1021.0,3,1,1.19,773.75,0.4563291139240506,0,-1.0089902934419634,-0.22998306000691215,-0.1777610577252165
Stamford,615000.0,455040.0,924.0,3,2,0.35,665.58,0.7399024390243902,0,-0.629936533806559,-0.3869731898195069,-0.017927119858026513
Stamford,390000.0,384910.0,1076.0,3,2,0.01,362.45,0.986948717948718,0,-0.1545547357092999,-0.5715937416466291,0.0024133372735550113
Norwalk,1780000.0,1284010.0,1100.0,3,1,0.39,1618.18,0.7213539325842696,0,-1.3828878802706348,0.7012347580596966,0.2675308915258073
Norwalk,312500.0,223720.0,920.0,3,3,0.4,339.67,0.715904,0,-0.06053862359383083,-0.4784254230488453,-0.13413982530015103
Waterbury,140000.0,132840.0,1038.0,3,1,0.05,134.87,0.9488571428571428,0,-0.4508319397040991,-1.1021721953667363,-0.06209019597894456
Waterbury,55000.0,111580.0,990.0,3,2,-0.51,55.56,2.0287272727272727,0,-0.03301218091111874,-1.1063351696153543,0.22287471807097003
Bridgeport,98000.0,259700.0,2419.0,8,7,-0.62,40.51,2.65,1,7.35971619342278,3.284225546680976,0.05038173533770622
Norwalk,577500.0,243180.0,1021.0,3,3,1.37,565.62,0.42109090909090907,0,-0.13302807975307623,0.057539730428501336,-0.3040203915040175
Bridgeport,143000.0,183000.0,1369.0,4,2,-0.22,104.46,1.2797202797202798,0,1.144857776518675,-0.23863427371512533,-0.02022433649810075
Waterbury,159900.0,211610.0,1004.0,3,2,-0.24,159.26,1.3233896185115697,0,-0.11340501792086452,-0.9257527907928407,0.06027208427688818
West Hartford,250000.0,243180.0,1016.0,3,1,0.03,246.06,0.97272,0,-0.5588952554243312,-1.009977410344972,-0.020356198591236704
West Hartford,291000.0,192200.0,1024.0,3,2,0.51,284.18,0.6604810996563574,0,-0.24093500045667732,-0.6332575418213897,-0.17147225508462696
Norwalk,770000.0,407120.0,936.0,3,2,0.89,822.65,0.5287272727272727,0,-0.7621438039084809,-0.11353868936135754,-0.11231740926287874
Waterbury,335000.0,243180.0,987.0,3,1,0.38,339.41,0.7259104477611941,0,-0.7041463313566348,-0.8826985139280079,-0.10375756815104098
Waterbury,60000.0,85850.0,1082.0,3,2,-0.3,55.45,1.4308333333333334,0,0.09794331001269203,-0.9651309508898749,0.05635017251649846
Waterbury,135000.0,150970.0,1011.0,3,1,-0.11,133.53,1.1182962962962963,0,-0.47893431562679184,-1.1627194847661224,0.002058216693959385
Stamford,555000.0,366860.0,916.0,3,2,0.51,605.9,0.661009009009009,0,-0.6214443253510331,-0.43176876440127954,-0.0781045799501738
Waterbury,107500.0,94950.0,909.0,3,3,0.13,118.26,0.8832558139534884,0,0.08520107102709076,-0.7662298028274193,-0.11214986011904605
Waterbury,226250.0,189840.0,2525.0,8,8,0.19,89.6,0.8390718232044199,1,7.761400174173424,3.8901328403407525,-0.45908707229280443
Bridgeport,235000.0,192260.0,1033.0,3,1,0.22,227.49,0.8181276595744681,0,-0.5380489109214881,-0.9764430782651822,-0.09141125479397312
Bridgeport,155000.0,142230.0,933.0,3,2,0.09,166.13,0.9176129032258065,0,-0.2773974009956736,-0.9385070285832469,-0.07289751263921797
Waterbury,189900.0,73670.0,952.0,3,3,1.58,199.47,0.3879410215903107,0,-0.03174602654450178,-0.38381025718564266,-0.4473928626526131
Stamford,345000.0,391050.0,1100.0,3,2,-0.12,313.64,1.1334782608695653,0,-0.06722777047465543,-0.6205298489951774,0.03939091190910754
Stamford,707500.0,580340.0,1086.0,3,2,0.22,651.47,0.8202685512367491,0,-0.35451453879320166,-0.19785343029341268,0.016523859567091768
West Hartford,390000.0,260300.0,1009.0,3,2,0.5,386.52,0.6674358974358975,0,-0.331435550305287,-0.5425503660174578,-0.1384002320250344
West Hartford,412000.0,312900.0,1020.0,3,3,0.32,403.92,0.7594660194174757,0,0.0719626284058379,-0.2998243144814635,-0.09778060365871885
Bridgeport,120000.0,138440.0,1903.0,6,5,-0.13,63.06,1.1536666666666666,1,4.419042062452533,1.706183650637465,-0.21003708071784416
Waterbury,82000.0,128640.0,1421.0,4,4,-0.36,57.71,1.568780487804878,0,2.047012660076984,0.2134473319744304,0.014728658511591443
Waterbury,30000.0,84370.0,1010.0,3,3,-0.64,29.7,2.812333333333333,0,0.4241858269061172,-0.9027023828348221,0.38189756491277804
Bridgeport,100000.0,171670.0,2054.0,6,6,-0.42,48.69,1.7167,1,5.113082339782196,2.0311237221147516,-0.07814293150424012
West Hartford,237000.0,146200.0,1034.0,3,3,0.62,229.21,0.6168776371308017,0,0.17977355268789072,-0.42092451895014904,-0.2300213721977355
Waterbury,31500.0,243180.0,1275.0,4,2,-0.87,24.71,7.72,0,1.2221655071779307,-0.6269282465573845,1.386219184602746
Stamford,749000.0,622530.0,1021.0,3,2,0.2,733.59,0.8311481975967957,0,-0.5077029668504729,-0.20306995741458453,0.04601172568411817
Norwalk,379000.0,271250.0,1021.0,3,2,0.4,371.2,0.7156992084432717,0,-0.2917228451206074,-0.5615222085373528,-0.11597664691604843
Waterbury,17000.0,129640.0,2492.0,8,8,-0.87,6.82,7.625882352941177,1,8.022401344872472,3.4375879770842923,1.0696365920228428
Bridgeport,95000.0,121240.0,1484.0,4,3,-0.22,64.02,1.2762105263157895,0,1.755541891432015,0.07527231629704102,-0.058522550913730695
Waterbury,90000.0,94830.0,1030.0,3,2,-0.05,87.38,1.0536666666666668,0,-0.04392793933972744,-0.9395679734568092,-0.050373767325885034
West Hartford,172500.0,177300.0,976.0,3,1,-0.03,176.74,1.0278260869565217,0,-0.5759384782987622,-1.1413941674314332,-0.015565282692284138
Bridgeport,157000.0,132590.0,2040.0,6,6,0.18,76.96,0.8445222929936306,1,4.990058659445032,2.17391058501608,-0.347189751111714
Waterbury,113998.0,91040.0,962.0,3,2,0.25,118.5,0.7986105019386305,0,-0.21413074514394773,-0.9274763048832626,-0.14040483066921325
Stamford,415000.0,585650.0,913.0,3,2,-0.29,454.55,1.4112048192771085,0,-0.44613423066258506,-0.7348331966576449,0.17348937104630202
Stamford,1345000.0,975290.0,941.0,3,1,0.38,1429.33,0.7251226765799257,0,-1.4634966342978908,0.19670112684822813,0.1975285664927817
Bridgeport,235000.0,188610.0,955.0,3,3,0.25,246.07,0.802595744680851,0,0.0719226091419605,-0.559945585752538,-0.11784920784487099
West Hartford,210000.0,168000.0,1079.0,3,2,0.25,194.62,0.8,0,-0.06233006428396947,-0.7127941688306446,-0.12702769824293664
Bridgeport,64000.0,97630.0,1016.0,3,3,-0.34,62.99,1.52546875,0,0.3613444155409129,-0.7942915727506555,0.07647944854739473
Stamford,612000.0,615330.0,930.0,3,3,-0.01,658.06,1.0054411764705882,0,-0.1997196244973322,-0.2086286100043104,0.08289012404808829
Bridgeport,36000.0,243180.0,1310.0,4,3,-0.85,27.48,6.755,0,1.6400876722310735,-0.33002375586667565,1.1699051305195383
Bridgeport,85000.0,155630.0,954.0,3,3,-0.45,89.1,1.8309411764705883,0,0.2521076608046438,-0.8559103472294602,0.170486925233856
West Hartford,409000.0,332800.0,1002.0,3,3,0.23,408.18,0.8136919315403423,0,0.04880206340147698,-0.33376470460468277,-0.06909763549971042
Waterbury,39000.0,104500.0,1882.0,6,6,-0.63,20.72,2.6794871794871793,1,4.874435882803482,1.7566471191680617,0.15847473322121736
Bridgeport,75000.0,154100.0,988.0,3,2,-0.51,75.91,2.054666666666667,0,-0.04907547912269613,-1.0870650927827485,0.23405121132410966
Waterbury,4000.0,243180.0,1981.0,6,6,-0.98,2.02,60.795,1,6.213900568547377,1.0682131521773548,12.031044135345766
West Hartford,205000.0,214000.0,1021.0,3,1,-0.04,200.78,1.0439024390243903,0,-0.5132322873504211,-1.0658761652244209,-0.006876441053528849
